profileUrl,First Name,timestamp,postUrl,imgUrl,type,postContent,Themes,Subthemes,Content Format,Created/Cultivated/Curated,First Name (from First Name),Last Name (from First Name),Company (from First Name),Industry (from First Name),Title (from First Name),likeCount,commentCount,repostCount,postDate,commentContent,commentUrl,sharedPostUrl,action,Action Type,viewCount,postTimestamp,Date of Post,Weekday,Day of the Week,Time of Post,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,eventUrl,eventTitle,3/23-4/23?,Thought Leadership?,Total Engagements,Post vs Engagements,Hour of Post,Month of Post,4/23-5/23
https://www.linkedin.com/in/muratgen/,https://www.linkedin.com/in/muratgen/,2024-04-24 16:50,https://www.linkedin.com/feed/update/urn:li:activity:7178776100477571073,https://media.licdn.com/dms/image/D5605AQGssbo5cXaauA/feedshare-thumbnail_720_1280/0/1711549950844?e=1714582800&v=beta&t=Sef_wwXTTq-xNeVzTRsFBkeR4arNlT0JuF2Itj6fkq0,Video (LinkedIn Source),” IT'S HERE!!!!!!Today the Vizit team and Salsify team are thrilled to announce the availability of a first-of-its-kind Conversion Optimizer for your PDPs in Salsify!This is #AI and automation at its finest.The Vizit app works like an AI merchant and instantly rearranges your product page imagery to maximize conversion potential with online shoppers.It's so easy to use.Just install Vizit and our AI does the rest.You can rest easy knowing you are maximizing impact with consumers while you sleep.Want early bird access? Drop us a note. And also be sure to read up on Salsify's new PXM Advance Platform - It has a whole host of powerful new features that the most sophisticated digital teams are using to sell more stuff and outperform competitors.#ecommerce #pim #pxm #digitalcommerce #retail #digitalshelf #contenteffectiveness #digitalmerchandising #visualcontent,"Product Development,Digital Transformation,AI/Machine Learning",,video,,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",279,38,11,1mo,,,,Murat Genc likes this,Likes,,2024-03-27 15:33,3/27/2024,Wednesday,Wednesday,3:33 PM,blob:https://www.linkedin.com/3a5d2f50-3359-4d47-b489-e4868744c2dc,,,,,,,,checked,,328,Engagement,3pm-4pm,March 2024,
https://www.linkedin.com/in/muratgen/,https://www.linkedin.com/in/muratgen/,2024-04-24 16:50,https://www.linkedin.com/feed/update/urn:li:activity:7179210072009388036,,contribution,,Digital Transformation,,contribution,,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",0,0,0,,,,,Murat Genc liked a contribution,Liked a comment,,2024-03-28 20:17,3/28/2024,Thursday,Thursday,8:17 PM,,,,,,,,,checked,checked,0,Engagement,8pm-9pm,March 2024,
https://linkedin.com/in/beverly-steele-72a8173/,https://linkedin.com/in/beverly-steele-72a8173/,2024-04-24 15:37,https://www.linkedin.com/feed/update/urn:li:activity:7178962476242280450,https://media.licdn.com/dms/image/sync/D4E27AQHmSIIL0kd9JQ/articleshare-shrink_480/0/1711562743687?e=1714579200&v=beta&t=aji_HjmlHZwi8xOD4Y7oYjCAqYiPu8ZbYkCVS4FBqvg,Article,"I've been behind on reading The Financial Brand articles but am slowly catching up.  However, this article from a week ago is definitely resonating with me.  We've seen continued challenges in the banking (especially regional banking) to due to overexposure in commercial real estate and a scramble to grow (or MINIMALLY maintain) deposits.""...banks now recognize the tremendous potential of technology when it comes to liquidity and risk management, portfolio optimization, and contingency planning""A key step in a digital transformation effort (as identified in the article) is ""Harnessing the Power of Data"".  Many organizations that I talk to are starting to broach this in terms of understand the data architecture that underpins their application landscape.  Utilizing platforms like MuleSoft to integrate platforms, MDM solutions to create a mastered view of data, and Salesforce #DataCloud to provide activation points for data across channels and platforms of engagement, banks can start to leverage predictive intelligence from machine learning models to be ""proactive and predictive"" in their approach to making better informed decisions.The added benefit of advancing data architecture and data strategy is that it provides significant utility if/when an organization starts to formulate their strategy to Generative AI.  Clean and reliable data is the first step to ensuring clean and reliable generative AI outcomes","Digital Transformation,AI/Machine Learning","genAi,Responsible AI",news article,,Beverly,Steele,U.S. Bank,Banking,"SVP, Operations Digital & CX Leader ",12,2,0,3w,,,https://thefinancialbrand.com/news/data-analytics-banking/hesitant-banks-must-pursue-digital-transformation-more-quickly-171163/?NCRVOYIX?BYO,Beverly Steele likes this,Likes,,2024-03-28 03:53,3/28/2024,Thursday,Thursday,3:53 AM,,,,,,,,,checked,checked,14,Engagement,3am-4am,March 2024,
https://www.linkedin.com/in/fgpadilha/,https://www.linkedin.com/in/fgpadilha/,2024-04-24 14:36,https://www.linkedin.com/feed/update/urn:li:activity:7179294264810426368,https://media.licdn.com/dms/image/D5605AQFeG8mBuKBWfA/videocover-low/0/1711389664212?e=1714575600&v=beta&t=zeZTsjpkF2_4Sqdw0S3hzN7AELf7rW6dksvMw1JhLGA,Video (LinkedIn Source),This video speaks for itself on how spatial computing with AI will transform education forever!Credit: Pablo Olmos ANIMA RES - 3d medical animation / AR / MR / VR Rodrigo Olmos,"Digital Transformation,AI/Machine Learning",,video,,Frederico,Padliha,Capital One,Banking,Head of Strategy for Enterprise Product and Experience,874,35,85,1mo,,,,Frederico Padilha likes this,Likes,,2024-03-29 01:52,3/29/2024,Friday,Friday,1:52 AM,,,,,,,,,checked,,994,Engagement,1am-2am,March 2024,
https://www.linkedin.com/in/tonybender/,https://www.linkedin.com/in/tonybender/,2024-04-24 16:06,https://www.linkedin.com/feed/update/urn:li:activity:7179394452539539456,https://media.licdn.com/dms/image/D5610AQF5PjR-nHNgcA/image-shrink_800/0/1711645378466?e=1714582800&v=beta&t=8M42y6b3Ukr5BfO_mY-75M_vEGSBCBcz_B9MHGK9l0o,Image,"At CCG, we are a team that drives big results! “ˆOur tech industry experts pride themselves on their ability to seamlessly plan all aspects of a project, providing pragmatic guidance that empowers you to make your business flourish. See those big results come to life and contact us today: https://lnkd.in/gc48JVw6 #CCG #ITAdvisors #TechnologyConsulting","Digital Transformation,Leadership",,Personal/Public Pictures,,Tony,Bender,Culligan,Consumer & Industrial Products,Global CIO,143,8,2,3w,,,,Tony Bender likes this,Likes,,2024-03-29 08:30,3/29/2024,Friday,Friday,8:30 AM,,,,,,,,,checked,,153,Engagement,8am-9am,March 2024,
https://www.linkedin.com/in/muratgen/,https://www.linkedin.com/in/muratgen/,2024-04-24 16:50,https://www.linkedin.com/feed/update/urn:li:activity:7179588712270352385,https://media.licdn.com/dms/image/C4D22AQFmDQ_-zn6_4Q/feedshare-shrink_800/0/1642340647949?e=1717027200&v=beta&t=PnID_5p8v7DCXpTIXTZ5lQJ70kdXVsv1GK6rn8nZ7bA,Image,"As part of our change of name this week to The Brandtech Group I wrote some thoughts on the future of marketing, the metaverse, Web 3 and purpose ""The Metaverse Is A Giant Overhyped Nothing Burger With No Future"" (you can probably guess that's not what I think) Would love your thoughts and comments ...#future #metaverse #web3 #brandtech #purpose #marketing #technology #digital #brand https://lnkd.in/d7zkbDig","Digital Transformation,Innovation",,Illustration,,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",193,13,34,2yr,,,,Murat Genc likes this,Likes,,2024-03-29 21:22,3/29/2024,Friday,Friday,9:22 PM,,,,,,,,,checked,,240,Engagement,9pm-10pm,March 2024,
https://www.linkedin.com/in/muratgen/,https://www.linkedin.com/in/muratgen/,2024-04-24 16:50,https://www.linkedin.com/feed/update/urn:li:activity:7179836721600110592,https://media.licdn.com/dms/image/D5612AQGqXHoAWFz5ow/article-cover_image-shrink_720_1280/0/1710591016150?e=1719446400&v=beta&t=AC04CHhJ7HfAQadc8y8Z-xEL9gNxv0x8jGPkneW_eWQ,Article,"Real-Time Enterprises, such as Tesla, significantly out perform those which are not. (Gen)AI will further accelerate the competitive edge of these companies because they typically have shorter cycle times and higher benefits from automation. All companies can become a real-time enterprise. Here are the key tips on how to build one... Thanks to Andy Walter Filippo Passerini Javier Polit Vittorio Cretella for their coaching on digital transformation back in P&G and the learnings from our work with Danielle Brown Yusuf Abbasi and Elton Ware at Whirlpool envisioning the data & AI transformation. #ai #data #cloud #digitaltransformation #realtimeenterprise #cio #cdo #cto #genai","Digital Transformation,AI/Machine Learning",genAi,linkedin article/newsletter,,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",106,12,0,1mo,,,https://www.linkedin.com/pulse/creating-real-time-enterprise-unleash-full-potential-ai-murat-genc-zs1pc?trackingId=%2FoYyFWfkTX6biD6pUBsbkg%3D%3D,Murat Genc liked Namit Bhargavaâ€™s comment on this,Liked a comment,,2024-03-30 13:47,3/30/2024,Saturday,Saturday,1:47 PM,,,,,,,,,checked,checked,118,Engagement,1pm-2pm,March 2024,
https://www.linkedin.com/in/edward-paik-838ba541/,https://www.linkedin.com/in/edward-paik-838ba541/,2024-04-24 14:40,https://www.linkedin.com/feed/update/urn:li:activity:7179643655165501440,https://media.licdn.com/dms/image/sync/D4E27AQHeL1UN56Xakw/articleshare-shrink_800/0/1711725827518?e=1714575600&v=beta&t=mJRNfWCYxZdjOm_ucasSPR8mJ676homStI1FOtSI-pc,Article,"¨AI-powered video editing = easier, faster, and more cost-effective for EVERYONE ¨Socialive's brand new AI-powered editor is here! Learn more in the link below.","Digital Transformation,Product Development,AI/Machine Learning",,article/blog/company website/press release,,Edward,Paik,City National Bank,Banking,"Senior Vice President, Strategy & Transformation",12,2,0,1mo,,,https://socialive.us/cost-effective-scalable-ai-powered-editor/,Edward Paik likes this,Likes,,2024-03-30 01:00,3/30/2024,Saturday,Saturday,1:00 AM,,,,,,,,,checked,,14,Engagement,1am-2am,March 2024,
https://www.linkedin.com/in/iajaysoni/,https://www.linkedin.com/in/iajaysoni/,2024-04-24 14:38,https://www.linkedin.com/feed/update/urn:li:activity:7179833169880178688,https://media.licdn.com/dms/image/D4D22AQFBDReWTj9jSA/feedshare-shrink_800/0/1711797138703?e=1717027200&v=beta&t=ENmo5soFTV8LssyVeSbcbM6wgPAmzWfgcw5nro8qrcQ,Image,"¯ Ever needed to use E57 data in your three.js project? We encountered this requirement and took it as an opportunity to develop a parser capable of extracting point cloud data from #E57. Today, we are thrilled to announce that our parser is now publicly available on #npmjs. This opens up new possibilities for the #three.js #community, as developers can now easily integrate E57 data into their projects. For more information, please refer to the three-e57-loader on npmjs https://lnkd.in/dUhBfvcv“ For those unfamiliar with E57, it's a compact, #vendor-neutral file format that is widely used in the 3D #imaging industry for storing point clouds, images, and metadata produced by 3D imaging systems, such as laser scanners. This makes it a crucial tool for many applications, including 3D modeling, virtual reality, and more. With our new parser, working with E57 data in three.js has never been easier.We hope you find it useful for your projects. “ Reach out to us to learn more about how Prolincur can help you in your 3D journey. Visit our website https://prolincur.com, give us a call, or send us an email. Let us take your ideas to new heights.#threejs #e57 #laser #scanner #imaging #pointcloud #e57 #prolincur #innovation #threee57loader #loader #lib57 #parser #technology #digitaltwins #iiot #Innovation #simulation #aec #architecture #manufacturingengineer #industrialengineering #softwaredevelopers #applicationdeveloper #productdesign #marketing #digital #smartfactory #industry40 #digitaltransformation #industrycloud #dataanalytics #controlsystems #unleashthepowerof3d #3dmodeling #3dvisualization #threejs #dataengineering #freshers #webgl","Data and Analytics,Innovation,Digital Transformation",,Personal/Public Pictures,,Ajay,Soni,Citi,Banking,SVP of Technology,17,1,5,3w,,,,Ajay Soni celebrates this,Reaction,,2024-03-30 13:33,3/30/2024,Saturday,Saturday,1:33 PM,,,,,,,,,checked,,23,Engagement,1pm-2pm,March 2024,
https://www.linkedin.com/in/romena-akhter-0583015/,https://www.linkedin.com/in/romena-akhter-0583015/,2024-04-24 15:50,https://www.linkedin.com/feed/update/urn:li:activity:7179949417741910016,https://media.licdn.com/dms/image/sync/D4D10AQF7OSbfIhnqOA/image-shrink_800/0/1711380701826?e=1714579200&v=beta&t=Mypl3r8g6WgYLeryqADJVEA45bNKPPNTDSOJmBk6uvk,Article,"Embark on a journey with us as we unravel the complexities of High-Speed Cable Management, both within a server and beyond. Explore the fast-evolving landscape of Non-Volatile Memory Express (NVMe) drives for high-performance computing and AI-driven bandwidth requirements from server to switch.   “… Date: Wednesday April 24th, 2024 ° Time: 8:00am PDT | 11:00am EDT | 17:00 CEST “ Location: Online   In this Webinar, you'll discover: ¢	The intricacies of Non-Volatile Memory Express (NVMe) drives and their impact on high-performance computing. ¢	AI-driven bandwidth requirements from server to switch and their implications on cable management. ¢	Strategic cable management techniques for high-density server and racking designs. ¢	Efficient routing strategies while managing loss budgets to ensure optimal performance. ¢	Maximizing airflow for improved thermal management in high-density environments.   Don't miss out on this opportunity to gain insights from industry experts and learn how strategic cable management plays a critical role in modern computing infrastructure.  Secure your spot today and gain a competitive edge in managing high-speed cable infrastructure! #Webinar #HighSpeedCableManagement #NVMe #ComputingInfrastructure #RegisterNow#3Mer","Digital Transformation,AI/Machine Learning",events/podiums/conferences,"article/blog/company website/press release,webinar/webcast/event",,Romena,Akhter,3M,Consumer & Industrial Products,"Vice President, Digital Transformation",52,2,2,1mo,,,https://bit.ly/497Dqfn,Romena Akhter loves this,Reaction,,2024-03-30 21:15,3/30/2024,Saturday,Saturday,9:15 PM,,,,,,,,,checked,,56,Engagement,9pm-10pm,March 2024,
https://www.linkedin.com/in/kristin-nimsger/,https://www.linkedin.com/in/kristin-nimsger/,2024-04-24 18:05,https://www.linkedin.com/feed/update/urn:li:activity:7180611771961933825,,Document,"Thoma Bravo's Annual Meeting wrapped up last week in Miami and it's always a great opportunity to share perspectives with our LPs and answer probing questions that investors rightly ask, as we together aim to make sense of an extraordinarily complicated ” and incredibly interesting ” business environment in 2024 and beyond.  I gave a detailed presentation on the state of the software market as we see it today. Sharing here a couple of charts from that presentation that to me encapsulate the core of our firm's investment thesis and distinctive value proposition.  In our view, software isn't a traditional sector, but a set of tools that is moving across all sectors of the economy to improve efficiency, customer experience, and productivity. The SaaS market ” now in its third decade ” continues to grow annually at around 20% organically, a reflection of enterprise software's durability, positive ROI and also how much time it takes for general purpose technologies to be put to effective use. We believe software is a compelling way to invest in the economy because good software companies generally have higher growth rates, higher gross margins, more contractually recurring revenue and (yet) operate far less efficiently than the average non-software company in the S&P 500.  We work to improve those operations and transform software firms into sustainably profitable businesses. This takes expertise, patient partnership, and a lot of capital ” particularly as software businesses continue the trend from this past decade of getting considerably larger. Enterprise spending continues to grow across IT, software and SaaS in 2024 and is expected to continue to grow beyond. We surveyed company executives who indicated that their businesses are only, on average, about 50% through their digital transformation journey. Most companies in the economy are probably less than halfway through the journey of digital transformation that we expect literally every company in the economy will transit. Add the new capabilities of AI to the mix, and it is likely that we are just in the early days of an entirely new chapter in the digital transformation story.  It's an exciting time to be investing and operating in the software space.","Digital Transformation,AI/Machine Learning,Data and Analytics",,document,,Kristin,Nimsger,Thoma Bravo,Private Equity,Operating Partner,944,31,24,3w,,,,Kristin Nimsger Weston likes this,Likes,,2024-04-01 17:07,4/1/2024,Monday,Monday,5:07 PM,,,,,,,,,checked,,999,Engagement,5pm-6pm,April 2024,
https://www.linkedin.com/in/ulerio/,https://www.linkedin.com/in/ulerio/,2024-04-24 14:29,https://www.linkedin.com/feed/update/urn:li:activity:7182570954420572160,,Text,"Microsoft Teams Decouples from Office 365 GloballyIn a move that will be welcomed by many businesses, Microsoft has announced that it is extending the changes it made to Microsoft 365 and Office 365 licensing in Europe to the rest of the world. [1][2][5]Starting April 1, 2024, Microsoft will introduce a new lineup of commercial Microsoft 365 and Office 365 suites that do not include the Teams collaboration app. [1][5] This means that customers outside of the European Economic Area (EEA) and Switzerland will now have the option to purchase Microsoft 365 or Office 365 subscriptions without Teams.The changes come after the European Commission launched an investigation in 2020 into Microsoft's bundling of Teams with other Microsoft 365 and Office 365 packages, which competitors like Slack argued was anti-competitive. [6] Microsoft subsequently unbundled Teams from its European offerings in 2023. [1][2]""Globally consistent licensing helps ensure clarity for customers and streamline decision making and negotiations,"" Microsoft said in its announcement. [5] The move will give customers more flexibility in choosing the productivity tools that best fit their needs, without being forced to pay for Teams if they don't want it.However, some industry observers argue that the change is ""too little, too late"" as Microsoft has already amassed millions of Teams users globally during the pandemic. [6] Nonetheless, the decoupling of Teams from Microsoft's core productivity suites will be welcomed by businesses looking to use alternative collaboration tools.[1] https://lnkd.in/gvhv5eK9] https://lnkd.in/gU9RV6qs] https://lnkd.in/gvH8w_SX] https://lnkd.in/gaYQrp7ZSources[1] Changes to MS Teams licensing structure as of October 1, 2023 https://lnkd.in/gVxqxHUs[2] Important Microsoft 365 licensing changes in Europe https://lnkd.in/gJVjmb5G[3] Microsoft Teams Rooms Device Licensing Changes - Diversified https://lnkd.in/gJSvgPzS[4] Update! Microsoft Teams Rooms Licensing Policy Enforcement https://lnkd.in/g9cz4m4X[5] Realigning global licensing for Microsoft 365 https://lnkd.in/g26bBzEF[6] At last, everyone gets the choice to unbundle Teams https://lnkd.in/gaYQrp7Z","Digital Transformation,Product Development",,article/blog/company website/press release,,George,Ulerio,Bank of America,Banking,Senior Vice President - Head of Executive Technology & Trading Support at Bank of America,21,3,0,3w,This is good for competition.  This should allow those customers who don't want to use Teams to save on costs.  It will still be up to the competitors to figure out how counter with the way the MS Teams will still seamlessly integrate with M365 and the of Office 365 apps thar are pervasive with enterprise customers.Some of the competitors have done a good job of gaining a foothold into enterprises and earned trust during the challenge of the Pandemic.  I'll use Zoom as an example.  They have branded themselves as a communication & collaboration company but it's a challenge to get new business when customers say that they already have a MS Teams as part of their licensing they are paying for would rather figure out how to deploy that.Microsoft will definitely have to earn it but don't count them out as they will continue to put value into MS Teams.  It has only gotten better.  I was not fan of MS Teams 1.0.  They have done a good job improving it drastically.,"https://www.linkedin.com/feed/update/urn:li:activity:7181022345589923840/?commentUrn=urn:li:comment:(activity:7181022345589923840,7182570901895294976)",https://www.linkedin.com/feed/update/urn:li:activity:7181022345589923840,George Ulerio commented on this,Comments,,2024-04-02 20:19,4/2/2024,Tuesday,Tuesday,8:19 PM,,,,,,,,,checked,,24,Engagement,8pm-9pm,April 2024,
https://www.linkedin.com/in/drew-bernstein-0605a01b/,https://www.linkedin.com/in/drew-bernstein-0605a01b/,2024-04-24 17:58,https://www.linkedin.com/feed/update/urn:li:activity:7180976126842830848,,Text,"2 tools that I see companies buying all the time that they may not need: Round Robin and Quota.Round Robin:This is a pretty easy one to build in Salesforce. With 2 custom objects and a flow, you can build your own Round Robin to evenly (or unevenly) distribute any kind of record to your team. Easy to maintain. Easy for users and managers.Quota: This is a big maybe for me on whether or not this should be built in Salesforce. Using the same framework, we have built really cool quota functionality that can quota off of opportunities, opportunity splits, revenue schedules, a custom object, etc. with different levels of quotas. (i.e. an individual quota rolls up to a team quota rolls up to a parent quota rolls up to a company quota). Both of these are really simple builds that will scale with you. So, the question always comes into play: Build or Buy. The answer is 'it depends,' but we have built out some really cool solutions for clients who chose to Build. We make recommendations, keep it simple and focus on user experience. That's where true expertise liesShoot me a note in the comments if you want to learn more about these. Happy to chat for 20 min.#roundrobin #quota #salesforce #buildorbuy #skydogops #revops","Digital Transformation,Data and Analytics,User Experience",,post,,Drew,Bernstein,LLR Partners,Private Equity,"Director, Revenue Operations",12,5,0,3w,,,,Drew Bernstein liked Bentley Changâ€™s comment on this,Liked a comment,,2024-04-02 17:15,4/2/2024,Tuesday,Tuesday,5:15 PM,,,,,,,,,checked,checked,17,Engagement,5pm-6pm,April 2024,
https://www.linkedin.com/in/aarthimurali/,https://www.linkedin.com/in/aarthimurali/,2024-04-24 15:15,https://www.linkedin.com/feed/update/urn:li:activity:7181076476010622977,https://media.licdn.com/dms/image/sync/D4D27AQFOEcTwF6fo-A/articleshare-shrink_800/0/1711740613920?e=1714579200&v=beta&t=Jc9R5Osj48sS4MJTG7630gbObpjB6GjMx9keRSCcbuo,Article,"I'm proud to share that #CoalitionGreenwich recognized JPMorgan Chase Commercial Banking among the global leaders in its Digital Transformation Benchmarking Study. Our digital banking platform Chase Connect® scored No. 1 across Payments & Treasury Management, Credit Underwriting & Servicing and Trade Services highlighting our commitment to tech innovation and great client experience. Learn more about this year's recognition here: https://lnkd.in/eNQtRSCD","Digital Transformation,Human-centered design",,article/blog/company website/press release,,Aarthi,Murali,M&T,Banking,Chief Customer Experience Officer,147,3,3,3w,,,https://www.jpmorgan.com/insights/banking/commercial-banking/jpmorgan-chase-earns-2023-greenwich-awards?source=cb/osm/Greenwichawards_small_middle_market/mmb/lnk/awr/2212024/#section-header#3,Aarthi Murali celebrates this,Reaction,,2024-04-02 23:54,4/2/2024,Tuesday,Tuesday,11:54 PM,,,,,,,,,checked,,153,Engagement,11pm-12am,April 2024,
https://www.linkedin.com/in/gitanjali-joshi-76107595/,https://www.linkedin.com/in/gitanjali-joshi-76107595/,2024-04-24 14:44,https://www.linkedin.com/feed/update/urn:li:activity:7181310999231176704,https://media.licdn.com/dms/image/sync/D5634AQEA29zjyQ0uaQ/ugc-proxy-shrink_800/0/1712144281581?e=1714575600&v=beta&t=6dkWGBcJEDBUg_HVY9fTK8HR2XPIgRm68PTATVoz9gM,Article,"When delivering a successful banking application at a scale, like the Chase Mobile App, you have to frequently publish a reliable and updated platform at a speed that exceeds demand. No big deal, right? Well, considering the Chase Mobile App is used by over 54 million users with over 20 mobile logins per user, per month - that's definitely a big deal!As banking practices continue to evolve, our Chase Mobile App team has successfully adapted to meet our customers' changing needs. How did we do it? We've integrated and operationalized new release processes, increasing our publishing cadence. This increased speed has enabled us to release updates every two weeks.To learn more about this evolution, check out this Next at Chase blog written by my colleague, Cedric Beust, PhD. #banking #mobile #digitaltechnology","Product Development,Digital Transformation",,news article,,Gitanjali,Joshi,Comerica,Banking,"SVP, Head of Digital Engineering",608,10,21,3w,,,http://spr.ly/6048kWkc4,Gitanjali Joshi likes this,Likes,,2024-04-03 15:26,4/3/2024,Wednesday,Wednesday,3:26 PM,,,,,,,,,checked,,639,Engagement,3pm-4pm,April 2024,
https://www.linkedin.com/in/edward-paik-838ba541/,https://www.linkedin.com/in/edward-paik-838ba541/,2024-04-24 14:40,https://www.linkedin.com/feed/update/urn:li:activity:7181295144619401216,https://media.licdn.com/dms/image/D4E22AQG8B7D7Kpl67A/feedshare-shrink_800/0/1712150841603?e=1717027200&v=beta&t=SR7R7cMTQLo2qGEkv98TfMI2abI0C22MSlGm715blCA,Image,"I have been fortunate to work on some really cool products in my career, but this one takes the cake! Socialive's AI-powered video editor is about to change the game for video creation. Forget struggling with an expert level app - if you can edit a script, you can edit a video! The Editor makes video creation faster and easier for everyone.I'm very proud of all that has gone into the really complex work over the last months, of making a difficult thing so easy for our customers. Check out the announcement at the link below!https://lnkd.in/gwvm9kPr","Digital Transformation,AI/Machine Learning",,"article/blog/company website/press release,video",,Edward,Paik,City National Bank,Banking,"Senior Vice President, Strategy & Transformation",37,4,1,3w,,,https://www.linkedin.com/feed/update/urn:li:activity:7181281162848260096/,Edward Paik celebrates this,Reaction,,2024-04-03 14:23,4/3/2024,Wednesday,Wednesday,2:23 PM,,,,,,,,,checked,,42,Engagement,2pm-3pm,April 2024,
https://www.linkedin.com/in/brandy-brown-03b6277/,https://www.linkedin.com/in/brandy-brown-03b6277/,2024-04-24 15:42,https://www.linkedin.com/feed/update/urn:li:activity:7181754810889576449,https://media.licdn.com/dms/image/D5610AQEarhmEiRnZwg/image-shrink_800/0/1712259990992?e=1714579200&v=beta&t=4d9XCLzPdP5hjynbE2a3FbK0fPQYrEDa4QsDycn8yck,Image,"Did you know that Wells Fargo holds more than 2,100 patents? Menglin Cao, Head of Commercial Banking Model Development CoE, was recently awarded a patent for developing a new methodology for Natural Language Processing, a form of #AI that aims to train #technology to understand human speech. She holds three of the 21 patents held by Commercial Banking employees, most of them women. Feels amazing to work with individuals and an Organization that encourages pushing the boundaries of innovation in finance. #WeAreWellsFargo","Digital Transformation,AI/Machine Learning",,Personal/Public Pictures,,Brandy,Brown,Wells Fargo,Banking,"SVP, Digital Product Management Director",50,2,0,2w,,,,Brandy Brown celebrates this,Reaction,,2024-04-04 20:49,4/4/2024,Thursday,Thursday,8:49 PM,,,,,,,,,checked,,52,Engagement,8pm-9pm,April 2024,
https://www.linkedin.com/in/muratgen/,https://www.linkedin.com/in/muratgen/,2024-04-24 16:47,https://www.linkedin.com/feed/update/urn:li:activity:7181986395618521088,https://media.licdn.com/dms/image/sync/D5627AQH_-qOQTn8eaA/articleshare-shrink_480/0/1712248147115?e=1714582800&v=beta&t=AXB8EJdiJxoP4YefYZERF5G4NFdyLCZr7DazCGzpw_g,Article," Hardware Dev & Mfg Software Needs an Upgrade!  Over the past two decade, software development soared with collaboration tools and tech. How about the hardware development workflows? Still stuck in siloed platforms and manual design & mfg processes. We now have the right ingredients to make a change and break down the silos with seamless collaboration tools, let AI copilots handle tedious engineering work and digitize the manufacturing floor.  As investors in next-gen hardware technologies like True Anomaly, Arc, Canvas, we are excited about the software startups reimagining the development and manufacturing workflows! If you are building in the space, Steve Sloane and I would love to chat! CoLab Software Copia Automation Quilter AllSpice Flux JITX Bild Duro PhysicsX Dirac, Inc. Foxglove Sift","Digital Transformation,AI/Machine Learning",,article/blog/company website/press release,,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",106,16,5,2w,"Feyza Haskaraman echo your comments. Limited choices, expensive solutions, sub par user experiencesâ€¦ create a huge value creation opportunity. I think we are approaching an era of unbundling, best of breed solutions, that integrate seamlessly at much more affordable price points.","https://www.linkedin.com/feed/update/urn:li:activity:7181726879920394241/?commentUrn=urn:li:comment:(activity:7181726879920394241,7181986357714563073)",https://www.linkedin.com/feed/update/urn:li:activity:7181726879920394241,Murat Genc commented on this,Comments,,2024-04-04 18:58,4/4/2024,Thursday,Thursday,6:58 PM,,,,,,,,,checked,,127,Engagement,6pm-7pm,April 2024,
https://www.linkedin.com/in/jmingori/,https://www.linkedin.com/in/jmingori/,2024-04-24 16:22,https://www.linkedin.com/feed/update/urn:li:activity:7181608397945946113,https://media.licdn.com/dms/image/D4E05AQElYC9NbYey2A/videocover-high/0/1712228148214?e=1714582800&v=beta&t=Aa68O7Kajk-dx76w3yiAp2i0DjwAT5Gi22ZTvgyyjQw,Video (LinkedIn Source),"Don't talk about the product!' Rare clip that explains the genius behind Apple's ""Think Different"" campaign - Steve Jobs in 1997.#technology #marketing #innovation #inspiration","Digital Transformation,AI/Machine Learning,Product Development,Data and Analytics",,video,,Joseph,Mingori,Logitech,Consumer & Industrial Products,"VP & GM, Mobile Solutions BU ",7267,196,1608,2w,,,,Joseph Mingori reposted this,Repost,,2024-04-04 11:07,4/4/2024,Thursday,Thursday,11:07 AM,blob:https://www.linkedin.com/e8f9b9d6-a5fc-44c9-a61a-2d5b7692fc92,,,,,,,,checked,,9071,Engagement,11am-12pm,April 2024,
